deal_id,deal_name,sponsor,confidence,proposed_mt_number,suggested_mt_number,your_decision,why_flagged,suggestion_basis,base_mt_number,suffix,is_extension_or_followon,extension_number,won_deal,hubspot_url
17979947591,AMG: Gastric Stage IIIC-IV and GEJ Stage IV - FFPE MT7626,AMG,CHECK,MT7626,,,the MT number is not inside parentheses,,MT7626,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17979947591
33990686006,"AMG: Gastric, NSCLC, melanoma - fresh tissue and whole blood (MT9920)",AMG,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/33990686006
19524540555,AMG: HCC Stage II - IV - FFPE MT7750,AMG,CHECK,MT7750,,,the MT number is not inside parentheses,,MT7750,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/19524540555
10690034199,AMG: Normal thyroid - tissue (MT9920 - extension #1),AMG,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/10690034199
9899225910,AMG: Normal thyroid - tissue (MT9920),AMG,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9899225910
6015925560,AMG: NSCLC & RCC - tissue & blood (MT9920),AMG,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6015925560
36208468066,AMG: PDAC - fresh tissue and whole blood MT7883 extension #2,AMG,CHECK,MT7883,,,the MT number is not inside parentheses,,MT7883,,yes,2,,https://app.hubspot.com/contacts/7423331/record/0-3/36208468066
23033499721,AMG: PDAC Stage III-IV - FFPE MT7938,AMG,CHECK,MT7938,,,the MT number is not inside parentheses,,MT7938,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/23033499721
18115626916,AMG: SCLC Stage III - IV - FFPE MT7660,AMG,CHECK,MT7660,,,the MT number is not inside parentheses,,MT7660,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/18115626916
18034260515,AMG: Vitiligo -  skin punch biopsies and whole blood MT7621 (SEE NOTE),AMG,CHECK,MT7621,,,the MT number is not inside parentheses,,MT7621,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/18034260515
14068928104,ANB: HCC - tissue (MT9920),ANB,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14068928104
48939070210,"ATC: Breast, CRC, NSCLC - tumor, NAT, blood (MT9920 extension #3)",ATC,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,3,,https://app.hubspot.com/contacts/7423331/record/0-3/48939070210
48943053703,"ATC: Breast, CRC, NSCLC - tumor, NAT, blood (MT9920 extension #4)",ATC,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,4,,https://app.hubspot.com/contacts/7423331/record/0-3/48943053703
41104410625,AZA: Solid tumor pilot - tissue (MT9920),AZA,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/41104410625
49448217677,BBT: CRC - fresh tissue (MT9920),BBT,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/49448217677
10696285298,BBT: Solid tumors - tumor & blood (MT9920 - extension #1),BBT,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/10696285298
5404649390,BBT: Solid tumors - tumor & blood (MT9920),BBT,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5404649390
34036376187,BCY: Breast cancer - FFPE (MT0893-BC2501),BCY,CHECK,MT0893-BC2501,,,"a known umbrella number, shared across sponsors on purpose",,MT0893,BC2501,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/34036376187
44074647378,BCY: Paired Primary + Met Breast + NSCLC - FFPE  (MT0892-BC2502),BCY,CHECK,MT0892-BC2502,,,"a known umbrella number, shared across sponsors on purpose",,MT0892,BC2502,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/44074647378
9144357198,BMS: 5 cancer cases - blood (MT9920 extension #1),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/9144357198
8737754427,BMS: 5 cancer cases - blood (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8737754427
3977147889,"BMS: Blanket CRC, brst, lung, gast, RCC, ovar, cerv, panc  - tissue & blood (MT9920)",BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3977147889
5286231618,BMS: Blanket Redwood City extension  - tissue & blood (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/5286231618
6591909648,BMS: Blanket Redwood City extension #2 - tissue & blood (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,2,,https://app.hubspot.com/contacts/7423331/record/0-3/6591909648
10782135092,BMS: Blanket Redwood City extension #3 - tissue & blood (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,3,,https://app.hubspot.com/contacts/7423331/record/0-3/10782135092
12693223501,BMS: Blanket Redwood City extension #4 - tissue & blood (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,4,,https://app.hubspot.com/contacts/7423331/record/0-3/12693223501
12835260742,BMS: Cancer - blood (Redwood City) (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12835260742
16373107227,BMS: CRC & NSCLC - tissue (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/16373107227
11731043595,BMS: Glioblastoma - fresh tissue (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11731043595
45489205372,"BMS: LUAD - FFPE, Plasma (MT9923-M2501)",BMS,CHECK,MT9923,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/45489205372
1985206867,BMS: Lung / HCC / mela / gas - fresh tumor & blood (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/1985206867
2444306490,"BMS: Melanoma, NSCLC, H&N, RCC, and CRC - fresh CNB (MT9920)",BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/2444306490
33269730865,BMS: MT0286-07 call back (SLE) - blood,BMS,CHECK,MT0286,,,the MT number is not inside parentheses,,MT0286,,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/33269730865
3578764893,"BMS: NSCLC, gast, RCC, ovar, panc - blood (MT9920)",BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3578764893
6811450006,BMS: Pan cancer Nov only - blood (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6811450006
5359998364,BMS: Prostate & panc - tissue (MT9920),BMS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5359998364
18575623256,"BMS: Various Cancers - tissue, NAT, blood MT9920 (Redwood City)",BMS,CHECK,MT9920,,,"the MT number is not inside parentheses; a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/18575623256
33352183188,"BNT: Breast, CRC, H&N, NSCLC, ovarian - tissue & blood (MT9920 extension #2)",BNT,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,2,,https://app.hubspot.com/contacts/7423331/record/0-3/33352183188
13800925602,BNT: cancers - tissue and blood (MT9920 extension #1),BNT,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/13800925602
11733080330,"BNT: CRC, lung, ovarian, H&N, breast cancer - tissue and blood (MT9920)",BNT,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11733080330
17010102159,"BNT: NSCLC, CRC - frozen tissue (MT9920)",BNT,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17010102159
17754066334,"BNT: Post IO breast, CRC, H&N, NSCLC, ovarian - tissue (MT9920)",BNT,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17754066334
18982353716,CAF: Healthy N=30 - plasma and urine MT2865,CAF,CHECK,MT2865,,,the MT number is not inside parentheses,,MT2865,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/18982353716
18979101835,CAF: Healthy N=5 - plasma and urine MT2861,CAF,CHECK,MT2861,,,the MT number is not inside parentheses,,MT2861,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/18979101835
14012358217,"CGT: Ampullary, cholangio, GIST, panc - tissue (MT9920)",CGT,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14012358217
13512855163,CNH: MT0291 archival - plasma,CNH,CHECK,MT0291,,,the MT number is not inside parentheses,,MT0291,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13512855163
13512854946,CNH: MT1410 IO follow ups - blood,CNH,CHECK,MT1410,,,the MT number is not inside parentheses,,MT1410,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13512854946
37548375164,"CPR: CRC, PDAC, Lung, post- IO pilot- fresh tumor (MT9920)",CPR,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/37548375164
15316623262,"CTR: CRC, H&N, NSCLC - tissue, blood (MT9920)",CTR,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15316623262
58331908230,"ELS: CRC, NSCLC, Melanoma - Fresh Tissue (MT9920)",ELS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/58331908230
63436403717,ELS: Endometrial Cancer - Fresh Tissue (MT9920),ELS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63436403717
63767582796,ELS: NSCLC - Fresh Tissue (MT9920),ELS,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63767582796
63836722327,EMC: PDAC - Fresh Tissue (MT9920),EMC,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/63836722327
59915186231,EMC: TNBC - Fresh Tissue (MT9920),EMC,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/59915186231
37561640364,EQB: CRC - fresh tissue extension #1 (MT9920),EQB,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/37561640364
32086676041,"EQB: Prostate, breast, lung, ovarian - fresh tissue pilot (MT9920)",EQB,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32086676041
21989819296,"EXS: Bile duct, H&N, melanoma - FFPE, plasma, buffy (MT9923-EX2402)",EXS,CHECK,MT9923-EX2402,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,EX2402,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/21989819296
20354775376,"EXS: Bladder, esophageal, gastric, GEJ, H&N, NSCLC, melanoma - FFPE, plasma, buffy (MT9923-EX2401)",EXS,CHECK,MT9923-EX2401,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,EX2401,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/20354775376
41514263367,"EXS: HER2+ Breast - Matching FFPE, Buffy (MT9923-EX2503)",EXS,CHECK,MT9923-EX2503,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,EX2503,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/41514263367
61111802202,"EXS: Multi-indication cancer - FFPE, Plasma, Buffy Coat + Unmatched Plasma (MT9923-EX2602 + MT9923-EX2603)",EXS,CHECK,MT9923-EX2602,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,EX2602,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/61111802202
61035366574,EXS: Multi-indication cancer - plasma only (MT9923-EX2603),EXS,CHECK,MT9923-EX2603,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,EX2603,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/61035366574
60714061381,"EXS: Retrospective Matched CRC (FFPE tumor, Plasma, Buffy) (MT9923-EX2601 Extension #1)",EXS,CHECK,MT9923-EX2601,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,EX2601,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/60714061381
56831844154,"EXS: Retrospective Matched CRC (FFPE tumor, Plasma, Buffy) (MT9923-EX2601)",EXS,CHECK,MT9923-EX2601,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,EX2601,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/56831844154
31205099959,"EXS: Stage III-IV bladder, melanoma - plasma (MT9923-EX2501)",EXS,CHECK,MT9923-EX2501,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,EX2501,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/31205099959
32371656748,"EXS: Various cancers - FFPE, plasma, buffy coat (MT9923-EX2502)",EXS,CHECK,MT9923-EX2502,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,EX2502,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/32371656748
49647426946,GHI: CRC and bladder - FFPE (MT0893-GR2503),GHI,CHECK,MT0893-GR2503,,,"a known umbrella number, shared across sponsors on purpose",,MT0893,GR2503,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/49647426946
23224767616,GHI: CRC and ovarian - streck plasma and EDTA plasma (MT9923-GR2402),GHI,CHECK,MT9923-GR2402,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,GR2402,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/23224767616
23123727683,GHI: Healthy subjects - whole blood (80 mls) MT1837,GHI,CHECK,MT1837,,,the MT number is not inside parentheses,,MT1837,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/23123727683
18579170145,"GHI: NSCLC - FFPE, plasma, buffy coat (MT9923-GR2401)",GHI,CHECK,MT9923-GR2401,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,GR2401,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/18579170145
51458582917,"GHI: NSCLC - FFPE, plasma, buffy coat (MT9923-GR2502)",GHI,CHECK,MT9923-GR2502,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,GR2502,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/51458582917
48791335843,"GHI: Various cancer - FFPE, plasma, buffy coat (MT9923-GR2501)",GHI,CHECK,MT9923-GR2501,,,"a known umbrella number, shared across sponsors on purpose",,MT9923,GR2501,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/48791335843
45748745320,GHI: Various cancer - FFPE- MT0893-GR2501,GHI,CHECK,MT0893-GR2501,,,"the MT number is not inside parentheses; a known umbrella number, shared across sponsors on purpose",,MT0893,GR2501,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/45748745320
4170631438,GIL: HNSCC & NSCLC - tumor (MT9920),GIL,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4170631438
8725555979,GIL: Lymph nodes - fresh tissue (MT9920),GIL,CHECK,MT9920,,,"a known umbrella number, shared across sponsors on purpose",,MT9920,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8725555979
